2013-05-02,3.8189549888310066
2013-05-03,3.8189520659270113
2013-05-06,3.682562587466152
2013-05-07,3.7643968002951507
2013-05-08,3.9280661868436524
2013-05-09,3.873508303312418
2013-05-10,3.7534851941798366
2013-05-13,3.8189525161374576
2013-05-14,3.802586249612792
2013-05-15,3.8025861060636053
2013-05-16,3.6552837455217286
2013-05-17,3.8953312793674484
2013-05-20,3.775307273208418
2013-05-21,3.7534844324387047
2013-05-22,3.780765345290258
2013-05-23,3.6170950021552364
2013-05-24,3.775307875796519
2013-05-28,3.7643967409302173
2013-05-29,3.5025258226670157
2013-05-30,3.682562117291051
2013-05-31,3.6552821012718075
2013-06-03,3.649828613173979
2013-06-04,3.7098404951948787
2013-06-05,3.655283631444462
2013-06-06,3.6607395832420817
2013-06-07,3.6825619782728247
2013-06-10,3.567992064270583
2013-06-11,3.4960157034537436
2013-06-12,3.551156063024466
2013-06-13,3.3140461458470534
2013-06-14,3.606299399987667
2013-06-17,3.6834982447389133
2013-06-18,3.694526332340577
2013-06-19,3.6834995067802994
2013-06-20,3.672468572674412
2013-06-21,3.6063003002781033
2013-06-24,3.5125573408113278
2013-06-25,3.479473178710534
2013-06-26,3.5621859653538044
2013-06-27,3.5952719591896862
2013-06-28,3.628357466813577
2013-07-01,3.7165837206887145
2013-07-02,3.5787284772923944
2013-07-03,3.5401274860266407
2013-07-05,3.6393846699581442
2013-07-08,3.738641986402357
2013-07-09,3.7110707167569013
2013-07-10,3.6118141788908265
2013-07-11,3.672469892276628
2013-07-12,3.6614426997507863
2013-07-15,3.804810003533755
2013-07-16,3.744156131749206
2013-07-17,3.7220992682318057
2013-07-18,3.738641323609253
2013-07-19,3.7000416141084416
2013-07-22,3.6228421974982683
2013-07-23,3.6393851209270824
2013-07-24,3.6393841005191687
2013-07-25,3.5456438877374445
2013-07-26,3.573214712907282
2013-07-29,3.496016138600643
2013-07-30,3.5566713656496827
2013-07-31,3.694527267938092
2013-08-01,3.655927443480823
2013-08-02,3.749669314408426
2013-08-05,3.6890131064134772
2013-08-06,3.705555398550743
2013-08-07,3.7662123233825753
2013-08-08,3.7772402377722294
2013-08-09,3.7827550421044767
2013-08-12,3.7220978728934297
2013-08-13,3.694528568548277
2013-08-14,3.655928121086303
2013-08-15,3.5842428825831534
2013-08-16,3.473958292776485
2013-08-19,3.4077878819633605
2013-08-20,3.363674163818359
2013-08-21,3.341617217803214
2013-08-22,3.4629286681219673
2013-08-23,3.424331060080172
2013-08-26,3.56770036647706
2013-08-27,3.5070439194813754
2013-08-28,3.4519016390302393
2013-08-29,3.424330354081163
2013-08-30,3.4905005509726066
2013-09-03,3.523586332599616
2013-09-04,3.56770036647706
2013-09-05,3.5566723792518693
2013-09-06,3.5401289854124856
2013-09-09,3.5180730011899146
2013-09-10,3.534614961827537
2013-09-11,3.468442748834185
2013-09-12,3.4629302604047405
2013-09-13,3.496014859674989
2013-09-16,3.523585834513216
2013-09-17,3.523585796356201
2013-09-18,3.727612457742133
2013-09-19,3.738641323609253
2013-09-20,3.771725928672314
2013-09-23,3.7220980116946065
2013-09-24,3.760699033737182
2013-09-25,3.752207701606781
2013-09-26,3.706932869760291
2013-09-27,3.7578682193155553
2013-09-30,3.780505255166407
2013-10-01,3.718252700188874
2013-10-02,3.71259149178131
2013-10-03,3.6786359573670606
2013-10-04,3.6333590701114105
2013-10-07,3.627700858797367
2013-10-08,3.6333598423423363
2013-10-09,3.627699920359527
2013-10-10,3.678636108691457
2013-10-11,3.7239103878733175
2013-10-14,3.735231743737116
2013-10-15,3.7635269904234656
2013-10-16,3.752208513847795
2013-10-17,3.757867457366294
2013-10-18,3.820123026757079
2013-10-21,3.9219925761243974
2013-10-22,3.89369541233712
2013-10-23,3.9163312911987305
2013-10-24,3.9333096380740336
2013-10-25,3.950289889504555
2013-10-28,3.8936947610812203
2013-10-29,3.882375424475398
2013-10-30,3.871056400396432
2013-10-31,3.820122112871898
2013-11-01,3.7182510898570404
2013-11-04,3.735231249234988
2013-11-05,3.7125922637212088
2013-11-06,3.808802017021871
2013-11-07,3.7578681709539423
2013-11-08,3.514511603831164
2013-11-11,3.4692367337541543
2013-11-12,3.3107719020562847
2013-11-13,3.429621624503838
2013-11-14,3.5145105192880064
2013-11-15,3.4465987143064067
2013-11-18,3.429620178864921
2013-11-19,3.3843450810298084
2013-11-20,3.350388169136543
2013-11-21,3.322091527664386
2013-11-22,3.3220906001349144
2013-11-25,3.418301354571049
2013-11-26,3.384344707703102
2013-11-27,3.390004407173895
2013-11-29,3.4126418068759357
2013-12-02,3.406982486636566
2013-12-03,3.361706492546275
2013-12-04,3.395663381377007
2013-12-05,3.576766376139408
2013-12-06,3.576766162922978
2013-12-09,3.503193284776936
2013-12-10,3.599403873846984
2013-12-11,3.6673171539678293
2013-12-12,3.5654467673254295
2013-12-13,3.599403804999764
2013-12-16,3.5937442520687397
2013-12-17,3.6390197806754596
2013-12-18,3.876716349635343
2013-12-19,3.820121871572513
2013-12-20,3.837099752626387
2013-12-23,3.9446300947199693
2013-12-24,3.9333102815964605
2013-12-26,3.9448396627599
2013-12-27,3.9448410549910107
2013-12-30,3.9448418677037207
2013-12-31,3.921359062194824
2014-01-02,3.921358962486617
2014-01-03,3.921358962486617
2014-01-06,3.915489957919043
2014-01-07,3.9154897097981483
2014-01-08,3.8391741687807044
2014-01-09,3.845046218710228
2014-01-10,3.7922134011000295
2014-01-13,3.815694672367746
2014-01-14,3.8626563960801916
2014-01-15,3.8685272493318523
2014-01-16,3.768732070922852
